Geneid,NCAPD3 Knockdown1,NCAPD3 Knockdown2,NCAPD3 Knockdown3,Wild.Type1,Wild Type2,Wild Type3
ENSG00000288979,15,21,17,10,10,11
ENSG00000214145,24,32,35,55,55,42
ENSG00000289043,35,36,47,29,29,28
ENSG00000225764,1,8,9,2,2,0
ENSG00000225790,0,0,0,0,0,0
ENSG00000289385,1,3,4,4,4,2
ENSG00000189229,220,210,146,145,145,139
ENSG00000289641,0,4,0,1,1,0
ENSG00000286329,0,0,0,0,0,0
ENSG00000229155,0,0,0,0,0,0
ENSG00000238097,0,0,0,0,0,0
ENSG00000289118,0,0,0,0,0,0
ENSG00000250934,8,3,3,2,2,1
ENSG00000289420,0,0,0,0,0,0
ENSG00000289358,0,0,0,0,0,0
ENSG00000239213,165,155,170,120,120,143
ENSG00000243273,0,0,0,2,2,0
ENSG00000289435,0,0,0,0,0,0
ENSG00000232065,5,7,4,3,3,5
ENSG00000243926,26,40,54,32,32,42
ENSG00000272758,18,18,22,22,22,18
ENSG00000289069,0,0,0,0,0,0
ENSG00000288969,0,0,0,0,0,0
ENSG00000289507,4,0,2,4,4,0
ENSG00000289233,0,0,0,0,0,0
ENSG00000289632,0,0,0,0,0,0
ENSG00000289504,20,30,18,18,18,25
ENSG00000289138,119,161,108,85,85,64
ENSG00000288780,0,0,0,0,0,0
ENSG00000289574,3,11,0,10,10,4
ENSG00000289134,0,0,0,0,0,0
ENSG00000240138,2,0,0,0,0,1
ENSG00000243838,0,0,0,0,0,0
ENSG00000196542,0,0,0,0,0,0
ENSG00000240567,0,0,0,0,0,0
ENSG00000269888,0,0,0,0,0,0
ENSG00000234851,3,10,3,8,8,9
ENSG00000182447,0,0,0,0,0,0
ENSG00000156990,810,933,841,819,819,827
ENSG00000228874,0,2,2,2,2,0
ENSG00000227578,0,0,0,4,4,0
ENSG00000177463,487,462,425,380,380,406
ENSG00000237645,0,0,0,0,0,0
ENSG00000289417,0,0,0,0,0,0
ENSG00000228213,0,0,0,0,0,0
ENSG00000252982,0,0,0,0,0,0
ENSG00000232601,0,0,0,0,0,0
ENSG00000213169,0,0,1,3,3,0
ENSG00000285614,0,0,0,0,0,0
ENSG00000183185,0,0,0,0,0,0
ENSG00000250750,0,0,0,0,0,0
ENSG00000231362,1,0,0,2,2,0
ENSG00000132182,5193,5064,3706,3115,3115,3518
ENSG00000238138,0,0,0,0,0,0
ENSG00000223398,0,0,0,0,0,0
ENSG00000244502,0,0,0,0,0,0
ENSG00000163517,177,196,165,174,174,174
ENSG00000163520,1142,1148,744,651,651,737
ENSG00000114204,0,0,0,0,0,0
ENSG00000234742,16,13,25,18,18,23
ENSG00000114473,304,469,379,389,389,300
ENSG00000199306,0,0,0,0,0,1
ENSG00000182899,1229,1867,1521,1285,1285,1325
ENSG00000201622,0,0,0,0,0,0
ENSG00000286755,0,0,0,0,0,0
ENSG00000232832,0,0,0,0,0,0
ENSG00000212297,0,0,0,0,0,0
ENSG00000213113,0,0,0,0,0,2
ENSG00000236246,0,0,0,0,0,0
ENSG00000222792,0,0,0,0,0,0
ENSG00000230304,0,0,0,0,0,0
ENSG00000226008,0,0,0,0,0,0
ENSG00000185621,86,101,93,92,92,112
ENSG00000114745,593,532,456,500,500,514
ENSG00000289446,0,0,0,1,1,0
ENSG00000119231,437,386,325,321,321,309
ENSG00000163975,497,530,446,326,326,331
ENSG00000075711,1748,1996,1641,1606,1606,1510
ENSG00000289396,8,4,7,2,2,4
ENSG00000265850,0,0,0,0,0,0
ENSG00000227375,4,5,8,6,6,4
ENSG00000286870,0,0,0,0,0,0
ENSG00000163746,2,0,2,0,0,2
ENSG00000226441,0,2,2,4,4,0
ENSG00000285731,0,2,2,0,0,0
ENSG00000231780,0,0,0,2,2,0
ENSG00000227309,0,0,0,0,0,0
ENSG00000271841,0,0,0,0,0,0
ENSG00000233133,0,0,0,0,0,0
ENSG00000286352,0,2,0,0,0,0
ENSG00000213383,19,20,23,26,26,31
ENSG00000214286,11,14,11,12,12,12
ENSG00000226238,0,0,0,0,0,0
ENSG00000274840,0,0,0,0,0,0
ENSG00000131374,336,461,214,236,236,258
ENSG00000201182,0,0,0,0,0,0
ENSG00000157036,245,288,249,227,227,205
ENSG00000222883,0,0,0,0,0,0
ENSG00000240809,19,14,9,20,20,12
ENSG00000288793,0,0,0,0,0,0
ENSG00000199520,0,0,0,0,0,0
ENSG00000213450,2,2,0,2,2,2
ENSG00000287567,0,0,0,0,0,0
ENSG00000206891,0,0,0,0,0,0
ENSG00000212327,0,0,0,1,1,0
ENSG00000163702,150,153,221,176,176,194
ENSG00000288550,0,0,0,0,0,0
ENSG00000232287,0,0,0,0,0,0
ENSG00000172752,0,0,0,0,0,0
ENSG00000173402,13562,12054,11033,7661,7661,7816
ENSG00000280417,1,6,7,4,4,1
ENSG00000242142,0,1,1,0,0,2
ENSG00000163933,207,223,210,199,199,204
ENSG00000163932,1210,1270,1131,1142,1142,1123
ENSG00000179934,0,0,0,0,0,0
ENSG00000228168,2,9,0,6,6,6
ENSG00000238267,0,0,0,0,0,0
ENSG00000223668,0,1,0,0,0,0
ENSG00000144659,685,826,739,678,678,619
ENSG00000289279,0,0,0,0,0,0
ENSG00000284158,0,0,0,0,0,0
ENSG00000144655,463,783,486,394,394,453
ENSG00000284669,51,100,55,40,40,47
ENSG00000283849,8,4,4,8,8,2
ENSG00000214305,0,0,0,0,0,0
ENSG00000287620,12,12,14,12,12,6
ENSG00000168334,0,1,0,0,0,0
ENSG00000287995,0,0,0,0,0,0
ENSG00000215034,0,0,0,0,0,0
ENSG00000168329,0,2,0,0,0,1
ENSG00000270367,0,0,0,0,0,0
ENSG00000286689,0,0,0,0,0,2
ENSG00000131386,1,0,4,0,0,0
ENSG00000285654,0,0,0,0,0,0
ENSG00000154813,305,268,239,247,247,221
ENSG00000154814,602,1237,628,599,599,506
ENSG00000270739,0,0,0,0,0,0
ENSG00000271964,0,4,0,2,2,2
ENSG00000272498,10,9,5,6,6,0
ENSG00000272529,6,29,4,11,11,4
ENSG00000287377,5,6,2,6,6,6
ENSG00000224085,0,0,0,0,0,0
ENSG00000114120,1395,1598,1346,1373,1373,1254
ENSG00000248773,0,4,4,0,0,2
ENSG00000251270,0,0,0,0,0,0
ENSG00000287155,2,6,2,0,0,0
ENSG00000241400,0,2,0,0,0,0
ENSG00000249540,0,0,0,0,0,0
ENSG00000163913,2832,3058,2837,2579,2579,2450
ENSG00000201570,0,0,0,0,0,0
ENSG00000265327,0,0,0,0,0,0
ENSG00000202517,0,0,0,0,0,0
ENSG00000230274,0,0,0,0,0,0
ENSG00000168032,0,2,0,4,4,7
ENSG00000188846,22598,30858,26953,23881,23881,21419
ENSG00000177873,164,155,142,180,180,137
ENSG00000177842,119,100,95,85,85,108
ENSG00000199906,0,0,0,0,0,0
ENSG00000172888,860,882,934,843,843,777
ENSG00000234067,0,0,0,0,0,0
ENSG00000226845,0,0,0,0,0,0
ENSG00000226302,0,0,0,0,0,0
ENSG00000289169,0,0,0,0,0,0
ENSG00000229072,4,0,0,0,0,0
ENSG00000231873,0,0,0,0,0,0
ENSG00000234287,17,26,22,11,11,12
ENSG00000287415,0,0,0,0,0,0
ENSG00000233096,0,0,0,0,0,0
ENSG00000233919,0,0,0,0,0,0
ENSG00000275256,0,0,0,0,0,0
ENSG00000168036,3904,4028,3921,3358,3358,3267
ENSG00000168038,465,678,649,540,540,479
ENSG00000252409,0,0,0,0,0,0
ENSG00000222942,0,0,0,0,0,0
ENSG00000223513,0,0,0,0,0,0
ENSG00000251986,0,0,0,0,0,0
ENSG00000212145,0,0,0,0,0,0
ENSG00000234270,0,0,0,0,0,0
ENSG00000235339,0,0,0,0,0,0
ENSG00000182606,1516,1672,1460,1421,1421,1337
ENSG00000229339,0,0,0,0,0,0
ENSG00000234562,0,0,0,0,0,0
ENSG00000222872,2,0,0,0,0,0
ENSG00000187094,22,14,18,12,12,10
ENSG00000231280,0,0,0,0,0,0
ENSG00000229572,0,0,0,0,0,0
ENSG00000157093,0,0,0,0,0,0
ENSG00000244681,0,0,0,0,0,0
ENSG00000286516,0,0,0,0,0,0
ENSG00000271671,0,0,0,0,0,0
ENSG00000243547,135,97,147,135,135,98
ENSG00000278103,0,0,0,0,0,0
ENSG00000241815,0,0,0,0,0,0
ENSG00000199286,0,0,0,0,0,0
ENSG00000218754,0,0,0,0,0,0
ENSG00000241018,0,0,0,0,0,0
ENSG00000176243,0,6,0,0,0,2
ENSG00000286447,0,0,0,0,0,0
ENSG00000080224,0,0,0,0,0,0
ENSG00000251172,0,0,0,0,0,0
ENSG00000261292,0,0,0,0,0,0
ENSG00000282527,0,0,0,0,0,0
ENSG00000080200,749,701,613,562,562,555
ENSG00000279658,0,0,1,0,0,0
ENSG00000170854,485,496,525,538,538,513
ENSG00000213439,0,0,0,0,0,0
ENSG00000196578,0,0,0,0,0,0
ENSG00000289078,0,0,0,0,0,0
ENSG00000289509,0,0,0,0,0,0
ENSG00000197938,0,0,0,0,0,0
ENSG00000196098,0,0,0,0,0,0
ENSG00000206536,0,0,0,0,0,0
ENSG00000244653,0,0,0,0,0,0
ENSG00000286962,0,0,0,0,0,0
ENSG00000157103,0,0,0,0,0,0
ENSG00000287964,0,0,0,0,0,0
ENSG00000163527,3527,3406,2881,2749,2749,2553
ENSG00000144645,1890,1808,1611,1492,1492,1395
ENSG00000232490,0,0,1,0,0,2
ENSG00000223965,0,0,0,2,2,0
ENSG00000197385,292,275,269,222,222,205
ENSG00000235670,0,0,0,0,0,0
ENSG00000201701,0,0,0,0,0,0
ENSG00000252398,0,0,0,0,0,0
ENSG00000251590,0,0,0,0,0,0
ENSG00000152642,257,287,247,216,216,235
ENSG00000236732,0,0,0,0,0,0
ENSG00000237433,0,2,4,2,2,4
ENSG00000270377,0,0,0,0,0,0
ENSG00000234737,10,5,12,8,8,8
ENSG00000242770,0,0,0,0,0,0
ENSG00000289742,0,0,0,0,0,0
ENSG00000163606,6,2,0,0,0,0
ENSG00000272844,4,0,0,4,4,2
ENSG00000163607,161,162,180,116,116,126
ENSG00000163608,904,973,932,830,830,694
ENSG00000243483,0,0,0,1,1,2
ENSG00000241219,0,4,2,0,0,0
ENSG00000243795,0,0,0,1,1,6
ENSG00000240375,0,0,2,0,0,0
ENSG00000273394,3,3,2,0,0,2
ENSG00000184307,621,580,496,526,526,433
ENSG00000163617,593,678,679,585,585,487
ENSG00000270880,2,0,0,0,0,0
ENSG00000287805,0,0,0,0,0,0
ENSG00000285836,0,1,4,3,3,0
ENSG00000151576,1250,1309,1241,1302,1302,1161
ENSG00000151577,0,0,0,0,0,0
ENSG00000172765,620,638,591,532,532,567
ENSG00000202412,0,0,0,0,0,0
ENSG00000283509,0,0,0,0,0,0
ENSG00000203644,40,41,40,25,25,33
ENSG00000271270,60,72,75,57,57,82
ENSG00000250643,0,0,0,0,0,0
ENSG00000170893,0,2,0,0,0,0
ENSG00000248459,0,0,0,0,0,0
ENSG00000284731,0,0,0,0,0,0
ENSG00000249869,0,0,0,0,0,0
ENSG00000180770,0,0,0,0,0,0
ENSG00000251178,0,0,0,0,0,0
ENSG00000251610,0,0,0,0,0,0
ENSG00000248243,0,0,0,0,0,1
ENSG00000249846,0,6,4,2,2,0
ENSG00000248618,0,0,0,0,0,0
ENSG00000250580,0,0,1,0,0,0
ENSG00000287045,3,0,2,0,0,2
ENSG00000144935,41,66,45,38,38,49
ENSG00000168028,16726,20543,21715,18370,18370,15931
ENSG00000061938,766,894,690,708,708,642
ENSG00000289747,0,0,0,0,0,0
ENSG00000289219,0,0,2,0,0,0
ENSG00000072274,4808,4915,4358,3720,3720,3846
ENSG00000178053,552,599,596,579,579,534
ENSG00000168827,2403,2203,2344,1921,1921,2040
ENSG00000079257,2147,2346,2196,1719,1719,1494
ENSG00000072756,931,1062,938,1065,1065,895
ENSG00000289750,0,0,0,0,0,0
ENSG00000131381,323,362,408,382,382,371
ENSG00000241946,0,0,0,0,0,0
ENSG00000163728,899,1091,958,795,795,764
ENSG00000284862,4,6,4,3,3,3
ENSG00000145075,0,0,0,0,0,0
ENSG00000243187,0,0,0,0,0,0
ENSG00000285336,0,0,0,0,0,0
ENSG00000242811,0,0,0,0,0,0
ENSG00000242068,0,0,0,0,0,0
ENSG00000241473,0,0,0,0,0,0
ENSG00000239516,0,0,0,0,0,0
ENSG00000213157,0,0,0,0,0,0
ENSG00000205981,430,489,391,475,475,373
ENSG00000242140,0,0,0,0,0,0
ENSG00000206932,2,3,3,0,0,2
ENSG00000237806,0,0,0,0,0,0
ENSG00000114416,5685,6672,6403,6545,6545,5670
ENSG00000114455,0,0,0,4,4,0
ENSG00000066405,67,51,47,90,90,61
ENSG00000272609,0,0,0,0,0,0
ENSG00000158163,1737,1861,1733,1663,1663,1467
ENSG00000240668,28,31,22,21,21,9
ENSG00000118017,8,0,6,2,2,0
ENSG00000286396,0,0,1,0,0,0
ENSG00000138231,727,769,784,666,666,605
ENSG00000114098,808,915,815,651,651,675
ENSG00000181322,88,104,82,125,125,81
ENSG00000071282,419,406,346,315,315,279
ENSG00000224884,6,5,6,2,2,6
ENSG00000125046,333,295,313,251,251,245
ENSG00000182533,0,0,0,0,0,0
ENSG00000180914,78,50,32,71,71,66
ENSG00000077097,8339,9260,8770,7097,7097,6350
ENSG00000173230,25249,27876,23690,23067,23067,21726
ENSG00000244357,0,0,0,0,0,0
ENSG00000288720,2,0,4,2,2,2
ENSG00000163818,122,120,147,131,131,110
ENSG00000201635,0,0,0,0,0,0
ENSG00000157014,121,155,131,138,138,130
ENSG00000289763,0,0,0,0,0,0
ENSG00000058262,5268,5065,4493,4090,4090,4242
ENSG00000132155,1793,1990,1856,1474,1474,1432
ENSG00000175093,0,0,0,0,0,0
ENSG00000184100,53,51,49,39,39,34
ENSG00000121542,138,127,173,130,130,121
ENSG00000273454,5,4,0,2,2,1
ENSG00000272678,0,0,0,0,0,0
ENSG00000173175,31,21,19,34,34,31
ENSG00000179796,0,0,0,0,0,0
ENSG00000176040,2,4,2,3,3,0
ENSG00000090539,21,10,5,5,5,6
ENSG00000225558,0,0,0,0,0,0
ENSG00000199594,0,0,0,0,0,2
ENSG00000224080,4,8,11,8,8,7
ENSG00000271993,13,7,22,10,10,15
ENSG00000231449,0,0,0,0,0,0
ENSG00000271653,0,0,0,0,0,0
ENSG00000230409,103,96,139,172,172,157
ENSG00000222208,0,0,0,0,0,0
ENSG00000199327,0,0,0,0,0,0
ENSG00000264986,0,0,0,0,0,0
ENSG00000229048,0,0,0,0,0,0
ENSG00000243508,0,0,0,0,0,2
ENSG00000252953,0,0,0,0,0,0
ENSG00000287595,0,4,4,0,0,0
ENSG00000239268,2,0,0,0,0,0
ENSG00000225733,2479,2710,2162,1983,1983,1642
ENSG00000182568,4,1046,2,2,2,5
ENSG00000163848,1996,1996,1931,1703,1703,1518
ENSG00000168811,0,0,0,0,0,0
ENSG00000173950,591,577,475,493,493,434
ENSG00000233303,3,1,3,2,2,0
ENSG00000265333,1,0,0,0,0,0
ENSG00000244314,0,0,0,0,0,0
ENSG00000206600,0,0,0,0,0,0
ENSG00000287005,4,10,10,6,6,6
ENSG00000114331,874,1014,918,686,686,641
ENSG00000229325,1,2,0,0,0,0
ENSG00000227433,0,0,0,0,0,0
ENSG00000207368,0,1,0,0,0,0
ENSG00000184203,1256,1407,1160,1028,1028,869
ENSG00000252620,0,10,4,1,1,9
ENSG00000223711,2,3,2,4,4,0
ENSG00000265882,0,0,0,0,0,0
ENSG00000236844,0,2,2,0,0,0
ENSG00000236425,0,0,0,0,0,0
ENSG00000189058,0,0,0,4,4,0
ENSG00000224769,0,0,0,0,0,2
ENSG00000113966,46,60,68,54,54,33
ENSG00000288029,10,11,14,24,24,16
ENSG00000242983,2,0,0,0,0,0
ENSG00000286353,0,0,1,0,0,0
ENSG00000229806,0,6,0,2,2,8
ENSG00000265992,2,0,0,1,1,0
ENSG00000243715,0,0,0,0,0,0
ENSG00000144771,0,0,0,0,0,0
ENSG00000239991,0,0,0,0,0,0
ENSG00000243572,2,2,2,0,0,0
ENSG00000157388,789,803,534,435,435,414
ENSG00000232746,0,0,0,0,0,0
ENSG00000279673,0,0,1,0,0,0
ENSG00000246022,0,0,0,0,0,0
ENSG00000289828,0,0,0,0,0,0
ENSG00000289005,8,20,40,18,18,10
ENSG00000287706,0,0,0,0,0,0
ENSG00000288848,13,11,13,10,10,16
ENSG00000288926,7,1,8,6,6,2
ENSG00000288990,0,0,2,0,0,0
ENSG00000243083,0,0,0,0,0,0
ENSG00000289500,2,0,0,0,0,1
ENSG00000288806,5,7,7,5,5,3
ENSG00000280739,15,17,19,14,14,21
ENSG00000289885,20,20,20,12,12,12
ENSG00000235831,6,2,4,4,4,8
ENSG00000272360,2,10,3,2,2,7
ENSG00000288996,32,10,23,15,15,17
ENSG00000223930,0,0,0,0,0,0
ENSG00000228956,0,29,0,0,0,0
ENSG00000289063,0,0,1,0,0,0
ENSG00000288769,0,0,0,0,0,1
ENSG00000289086,27,27,34,23,23,20
ENSG00000235978,5,7,9,7,7,4
ENSG00000261572,4,0,0,0,0,2
ENSG00000287774,0,0,0,0,0,0
ENSG00000231249,37,26,24,22,22,30
ENSG00000272554,0,0,2,0,0,0
ENSG00000239462,1,3,0,0,0,0
ENSG00000288952,0,0,2,0,0,0
ENSG00000243069,2,0,0,0,0,4
ENSG00000281392,0,0,0,0,0,0
ENSG00000223552,0,0,0,0,0,0
ENSG00000242242,10,10,10,9,9,10
ENSG00000289884,0,0,0,0,0,0
ENSG00000260236,170,170,168,146,146,98
ENSG00000285600,20,18,15,20,20,14
ENSG00000227398,39,35,41,27,27,38
ENSG00000286585,2,2,4,6,6,3
ENSG00000242622,144,133,116,113,113,118
ENSG00000289315,0,0,0,0,0,0
ENSG00000289409,0,0,0,0,0,0
ENSG00000289971,6,2,0,4,4,5
ENSG00000243176,28,49,56,39,39,32
ENSG00000243818,0,0,0,0,0,0
ENSG00000289324,6,10,4,2,2,13
ENSG00000240137,13,23,8,4,4,9
ENSG00000242516,27,24,39,21,21,20
ENSG00000224957,0,0,0,0,0,0
ENSG00000272970,25,24,39,22,22,27
ENSG00000289450,0,0,0,0,0,0
ENSG00000239523,137,138,104,113,113,109
ENSG00000244128,169,167,243,235,235,168
ENSG00000231574,0,0,0,0,0,0
ENSG00000289986,0,0,0,0,0,0
ENSG00000241684,0,0,0,0,0,0
ENSG00000224652,0,0,3,0,0,0
ENSG00000242808,3,8,2,2,2,5
ENSG00000289524,2,0,3,2,2,2
ENSG00000241163,0,0,0,2,2,2
ENSG00000290001,0,0,0,0,0,0
ENSG00000232352,23,15,34,27,27,16
ENSG00000243422,0,3,2,2,2,0
ENSG00000286584,2,2,12,1,1,2
ENSG00000290021,4,2,0,1,1,1
ENSG00000229619,133,169,158,127,127,95
ENSG00000281160,0,0,0,0,0,0
ENSG00000290035,8,16,22,29,29,18
ENSG00000288700,2,0,0,0,0,2
ENSG00000289558,315,288,283,396,396,282
ENSG00000288868,31,34,40,43,43,42
ENSG00000241135,2,2,2,0,0,2
ENSG00000289331,0,0,0,1,1,0
ENSG00000228109,33,23,31,22,22,18
ENSG00000287158,0,0,0,0,0,0
ENSG00000290054,0,0,0,0,0,0
ENSG00000241472,0,0,0,0,0,0
ENSG00000174899,0,6,4,0,0,0
ENSG00000268129,1,0,0,0,0,2
ENSG00000239922,0,0,0,0,0,0
ENSG00000246082,108,74,62,104,104,93
ENSG00000288895,0,0,0,0,0,0
ENSG00000206573,631,678,730,592,592,477
ENSG00000243224,7,16,14,26,26,19
ENSG00000230266,0,0,0,0,0,0
ENSG00000289451,0,0,0,0,0,0
ENSG00000231770,104,139,130,94,94,78
ENSG00000248932,65,59,72,45,45,65
ENSG00000229271,0,0,0,0,0,0
ENSG00000243694,0,0,0,0,0,0
ENSG00000290077,0,0,0,0,0,0
ENSG00000230084,34,20,23,34,34,25
ENSG00000289859,0,0,0,0,0,0
ENSG00000289130,0,0,0,0,0,3
ENSG00000233058,2,0,5,4,4,0
ENSG00000288831,0,0,0,0,0,0
ENSG00000229334,3,5,4,4,4,4
ENSG00000290079,0,0,0,0,0,0
ENSG00000287042,2,6,4,3,3,2
ENSG00000241905,0,0,0,0,0,0
ENSG00000073711,334,351,335,344,344,295
ENSG00000227267,0,0,0,0,0,0
ENSG00000273455,1,1,0,0,0,0
ENSG00000241438,0,2,0,0,0,0
ENSG00000244740,0,0,0,0,0,0
ENSG00000114054,3630,4323,4488,3118,3118,3059
ENSG00000174579,806,987,837,682,682,748
ENSG00000223968,0,0,0,0,0,0
ENSG00000271943,397,503,384,304,304,324
ENSG00000232766,0,0,0,0,0,0
ENSG00000272282,0,8,0,1,1,2
ENSG00000187672,0,0,0,0,0,0
ENSG00000163508,4,21,2,6,6,11
ENSG00000163817,0,0,0,0,0,0
ENSG00000242512,0,0,0,0,0,0
ENSG00000252257,0,0,0,0,0,0
ENSG00000286453,0,0,0,0,0,0
ENSG00000240478,0,0,0,0,0,0
ENSG00000287605,0,0,0,0,0,0
ENSG00000261051,0,2,2,2,2,0
ENSG00000243415,1,0,0,0,0,2
ENSG00000240032,1,2,1,1,1,0
ENSG00000225611,3,0,2,1,1,2
ENSG00000290072,0,0,2,0,0,0
ENSG00000131368,1359,1362,1347,1257,1257,1233
ENSG00000290241,2,3,2,0,0,4
ENSG00000290242,2,0,0,0,0,0
ENSG00000287110,144,157,108,134,134,82
ENSG00000236869,0,2,2,1,1,0
ENSG00000214820,0,14,21,15,15,11
ENSG00000173706,1352,1140,722,633,633,730
ENSG00000252642,0,0,0,0,0,0
ENSG00000288022,0,0,0,0,0,0
ENSG00000283154,923,861,775,689,689,626
ENSG00000163938,5639,6470,6344,6104,6104,5482
ENSG00000280904,0,0,0,0,0,0
ENSG00000252787,0,0,0,0,0,0
ENSG00000212493,4,5,3,2,2,3
ENSG00000238862,0,0,0,0,0,0
ENSG00000222345,2,0,1,3,3,1
ENSG00000212452,4,0,0,0,0,1
ENSG00000016864,648,643,633,563,563,568
ENSG00000114902,2110,2202,2108,1741,1741,1769
ENSG00000114904,837,925,928,778,778,703
ENSG00000275956,0,0,0,0,0,0
ENSG00000270941,1,0,0,2,2,0
ENSG00000271137,0,0,0,0,0,0
ENSG00000055957,0,0,0,0,0,0
ENSG00000055955,0,3,2,0,0,2
ENSG00000243696,1,20,10,6,6,8
ENSG00000239799,0,0,0,0,0,0
ENSG00000272573,0,0,2,0,0,2
ENSG00000248592,4,14,3,3,3,4
ENSG00000213533,3,7,1,3,3,5
ENSG00000275789,0,0,0,0,0,0
ENSG00000279144,0,0,0,0,0,0
ENSG00000289519,11,8,6,2,2,6
ENSG00000162267,0,2,8,0,0,2
ENSG00000287958,0,0,0,0,0,0
ENSG00000287780,4,8,3,8,8,1
ENSG00000168026,30,72,62,41,41,52
ENSG00000230655,0,0,0,0,0,0
ENSG00000244699,0,0,0,0,0,0
ENSG00000240665,0,0,0,0,0,0
ENSG00000242953,0,0,0,0,0,0
ENSG00000238278,0,47,51,43,43,55
ENSG00000272690,0,5,2,5,5,2
ENSG00000239959,0,0,0,0,0,0
ENSG00000243794,0,0,0,0,0,0
ENSG00000244674,0,0,0,0,0,0
ENSG00000214021,363,429,354,371,371,303
ENSG00000241529,0,0,0,0,0,0
ENSG00000176542,752,888,670,560,560,547
ENSG00000121579,4473,4580,4250,3798,3798,3595
ENSG00000239280,2,2,7,0,0,4
ENSG00000242659,0,0,0,0,0,0
ENSG00000178075,62,62,57,36,36,43
ENSG00000240776,0,0,0,0,0,0
ENSG00000241889,4,15,4,3,3,7
ENSG00000178035,180,217,154,156,156,144
ENSG00000290315,0,0,0,0,0,0
ENSG00000198218,35,31,36,32,32,14
ENSG00000240747,0,0,0,0,0,0
ENSG00000290317,0,0,0,0,0,0
ENSG00000289629,2,0,0,0,0,0
ENSG00000256628,60,31,45,40,40,54
ENSG00000066422,1181,1337,1311,1348,1348,1130
ENSG00000288896,1,0,2,0,0,0
ENSG00000181722,813,908,562,524,524,568
ENSG00000233276,3840,4144,4596,4131,4131,3700
ENSG00000290318,0,0,3,0,0,0
ENSG00000231888,0,0,0,0,0,0
ENSG00000231310,0,2,0,0,0,0
ENSG00000201343,2,0,0,0,0,0
ENSG00000200882,0,0,0,0,0,0
ENSG00000203645,0,0,0,0,0,0
ENSG00000236893,4,6,3,5,5,2
ENSG00000226782,0,0,0,0,0,0
ENSG00000252028,0,0,0,0,0,0
ENSG00000177565,1009,1110,1093,860,860,845
ENSG00000289929,0,3,7,6,6,5
ENSG00000282206,0,24,22,22,22,26
ENSG00000271662,0,0,0,1,1,1
ENSG00000229178,0,0,6,0,0,0
ENSG00000242086,1,245,264,206,206,203
ENSG00000215837,0,0,0,0,0,0
ENSG00000207650,0,4,0,0,0,0
ENSG00000283426,0,0,0,0,0,0
ENSG00000176945,0,33,2,0,0,6
ENSG00000145113,0,6,6,4,4,4
ENSG00000169760,0,0,0,0,0,0
ENSG00000214280,0,0,0,0,0,0
ENSG00000201600,0,0,0,0,0,0
ENSG00000244692,0,0,0,0,0,0
ENSG00000261763,0,0,0,0,0,0
ENSG00000250543,0,0,0,0,0,0
ENSG00000251471,0,0,0,0,0,0
ENSG00000250161,0,0,0,0,0,0
ENSG00000163864,8,18,6,14,14,6
ENSG00000289469,8,16,8,15,15,14
ENSG00000241673,0,0,0,0,0,0
ENSG00000289351,0,0,0,2,2,0
ENSG00000184897,1798,1608,1324,1332,1332,1397
ENSG00000172046,2055,2333,2033,1856,1856,1897
ENSG00000014257,0,2,0,0,0,0
ENSG00000240890,0,4,1,0,0,0
ENSG00000213264,0,0,0,0,0,0
ENSG00000221015,0,0,0,0,0,0
ENSG00000285749,0,0,0,0,0,0
ENSG00000229972,0,0,0,0,0,0
ENSG00000144802,198,673,192,167,167,187
ENSG00000275340,0,0,0,0,0,0
ENSG00000290338,0,0,0,0,0,0
ENSG00000272710,0,0,2,0,0,0
ENSG00000290410,0,0,0,0,0,0
ENSG00000250271,0,0,0,0,0,0
ENSG00000290514,0,0,0,0,0,0
ENSG00000260261,0,0,1,0,0,0
ENSG00000290762,26,28,16,18,18,19
ENSG00000185485,0,0,0,0,0,0
ENSG00000290763,2,10,7,8,8,4
ENSG00000251090,0,0,0,0,0,0
ENSG00000290819,0,0,0,0,0,0
ENSG00000171658,0,0,0,0,0,0
ENSG00000290862,34,28,17,44,44,8
ENSG00000230524,1,5,5,2,2,3
ENSG00000232783,0,0,0,0,0,0
ENSG00000290936,0,0,0,0,0,0
ENSG00000236438,0,0,0,0,0,0
ENSG00000290937,0,3,3,1,1,9
ENSG00000251474,0,0,0,0,0,0
ENSG00000215160,0,0,0,0,0,0
ENSG00000291007,2,0,0,0,0,0
ENSG00000242337,0,0,0,0,0,0
ENSG00000291042,0,0,0,0,0,0
ENSG00000171084,0,0,0,0,0,0
ENSG00000291071,12,8,8,6,6,3
ENSG00000240602,0,0,0,0,0,0
ENSG00000291076,0,0,0,0,0,0
ENSG00000186162,0,0,0,0,0,0
ENSG00000291078,37,44,53,44,44,40
ENSG00000253540,0,0,0,0,0,0
ENSG00000189366,0,0,0,0,0,0
ENSG00000291096,4,4,4,0,0,2
ENSG00000240024,0,0,0,0,0,0
ENSG00000291106,20,28,29,27,27,24
ENSG00000226435,0,0,0,0,0,0
ENSG00000291192,0,0,0,0,0,0
ENSG00000179799,0,0,0,0,0,0
ENSG00000291222,0,0,0,0,0,0
ENSG00000244026,0,0,0,0,0,0
ENSG00000291223,0,228,209,186,186,199
ENSG00000180385,8,10,13,14,14,2
ENSG00000275334,3,0,0,1,1,0
ENSG00000188338,108,116,85,50,50,71
ENSG00000114391,17688,21785,24289,19734,19734,16621
ENSG00000144815,315,343,320,257,257,211
